产品名称,产品代码,预期年化收益率/业绩基准,起购金额,期限
聚赢股票-挂钩沪深300指数（看跌）91天定期开放型结构性存款产品10款,FSCB18011A,0.00%,"100,000.00",91
非凡资产管理翠竹13W理财产品周四普通06款,FSAB13912A,0.00%,"50,000.00",91
非凡资产管理翠竹13W理财产品周四高端12款,FSAB13924B,0.00%,"200,000.00",91
非凡资产管理翠竹13W理财产品周四普通12款,FSAB13924A,0.00%,"50,000.00",91
非凡资产管理翠竹9W理财产品周四尊享01款,FSAB09002C,0.00%,"1,000,000.00",63
非凡资产管理翠竹9W理财产品周四尊享07款,FSAB09014C,0.00%,"1,000,000.00",63
非凡资产管理翠竹9W理财产品周四普通01款,FSAB09002A,0.00%,"50,000.00",63
非凡资产管理翠竹9W理财产品周四高端07款,FSAB09014B,0.00%,"200,000.00",63
非凡资产管理翠竹9W理财产品周四高端01款,FSAB09002B,0.00%,"200,000.00",63
非凡资产管理翠竹9W理财产品周四普通07款,FSAB09014A,0.00%,"50,000.00",63
非凡资产管理翠竹13W理财产品周四尊享06款,FSAB13912C,0.00%,"1,000,000.00",91
非凡资产管理翠竹13W理财产品周四高端06款,FSAB13912B,0.00%,"200,000.00",91
非凡资产管理翠竹13W理财产品周四尊享12款,FSAB13924C,0.00%,"1,000,000.00",91
非凡资产管理慧赢添利固收类4W02款,FSAE01002A,0.00%,"50,000.00",28
聚赢股票-挂钩沪深300指数（看涨）91天定期开放型结构性存款产品11款,FSCB18012A,0.00%,"100,000.00",91
